0.0,1,0.00,0.25,7.81,7.81,3.50,3.50,8.08,8.08,2.90,2.90,9.11,4.62,1.68,2.81,25.00,5.98,4.02,10.00,7.99,7.01,15.00,19.82,19.70,19.67,19.69,19.71,19.76,19.76,19.68,19.69,19.65,19.62,19.61,19.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,-25.00
0.0,2,0.00,0.25,7.81,7.81,3.50,3.50,8.08,8.08,2.90,2.90,9.11,4.62,1.68,2.81,25.00,5.98,4.02,10.00,7.99,7.01,15.00,19.82,19.70,19.67,19.69,19.71,19.76,19.76,19.68,19.69,19.65,19.62,19.61,19.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,-25.00
0.0,3,0.00,0.25,7.81,7.81,3.50,3.50,8.08,8.08,2.90,2.90,9.11,4.62,1.68,2.81,25.00,5.98,4.02,10.00,7.99,7.01,15.00,19.82,19.70,19.67,19.69,19.71,19.76,19.76,19.68,19.69,19.65,19.62,19.61,19.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,-25.00
0.0,4,0.00,0.25,7.81,7.81,3.50,3.50,8.08,8.08,2.90,2.90,9.11,4.62,1.68,2.81,25.00,5.98,4.02,10.00,7.99,7.01,15.00,19.82,19.70,19.67,19.69,19.71,19.76,19.76,19.68,19.69,19.65,19.62,19.61,19.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,-25.00
0.0,5,0.00,0.25,7.81,7.81,3.50,3.50,8.08,8.08,2.90,2.90,9.11,4.62,1.68,2.81,25.00,5.98,4.02,10.00,7.99,7.01,15.00,19.82,19.70,19.67,19.69,19.71,19.76,19.76,19.68,19.69,19.65,19.62,19.61,19.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,-25.00
0.0,6,0.00,0.25,7.81,7.81,3.50,3.50,8.08,8.08,2.90,2.90,9.11,4.62,1.68,2.81,25.00,5.98,4.02,10.00,7.99,7.01,15.00,19.82,19.70,19.67,19.69,19.71,19.76,19.76,19.68,19.69,19.65,19.62,19.61,19.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,-25.00
0.0,7,0.00,0.25,7.81,7.81,3.50,3.50,8.08,8.08,2.90,2.90,9.11,4.62,1.68,2.81,25.00,5.98,4.02,10.00,7.99,7.01,15.00,19.82,19.70,19.67,19.69,19.71,19.76,19.76,19.68,19.69,19.65,19.62,19.61,19.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,-25.00
0.0,8,0.00,0.25,7.81,7.81,3.50,3.50,8.08,8.08,2.90,2.90,9.11,4.62,1.68,2.81,25.00,5.98,4.02,10.00,7.99,7.01,15.00,19.82,19.70,19.67,19.69,19.71,19.76,19.76,19.68,19.69,19.65,19.62,19.61,19.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,-25.00
0.0,9,0.00,0.25,7.81,7.81,3.50,3.50,8.08,8.08,2.90,2.90,9.11,4.62,1.68,2.81,25.00,5.98,4.02,10.00,7.99,7.01,15.00,19.82,19.70,19.67,19.69,19.71,19.76,19.76,19.68,19.69,19.65,19.62,19.61,19.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,-25.00
0.51,1,2.27,0.25,7.81,7.81,3.50,3.50,8.08,8.08,2.90,2.90,9.11,4.62,1.68,2.81,27.27,5.98,4.02,10.00,7.99,7.01,15.00,19.79,19.67,19.64,19.66,19.67,19.72,19.73,19.65,19.65,19.62,19.59,19.57,19.50,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,-27.27
