		LENGHT	DIAMETER	ROUGHNESS	FLOW	VELOCITY	UNITHEADLOSS	FRICTIONFACTOR
		m	mm		LPS	m/s	m/km	
P847	70:00:00	68.63	152.00	91.07	1.74	0.10	0.19	0.06
P85	70:00:00	36.60	76.00	69.93	0.73	0.16	1.78	0.10
P850	70:00:00	241.13	101.60	112.53	2.26	0.28	1.46	0.04
P851	70:00:00	228.78	76.00	121.93	1.13	0.25	1.43	0.03
P852	70:00:00	40.39	203.00	105.38	2.27	0.07	0.06	0.05
P853	70:00:00	295.68	203.00	118.65	9.74	0.30	0.68	0.03
P855	70:00:00	37.88	102.00	114.85	0.74	0.09	0.17	0.04
P858	70:00:00	195.38	102.00	113.41	1.24	0.15	0.47	0.04
P859	70:00:00	90.81	152.00	95.29	5.25	0.29	1.34	0.05
P86	70:00:00	161.00	305.00	110.50	32.96	0.45	1.03	0.03
P861	70:00:00	110.79	152.00	87.94	0.89	0.05	0.06	0.07
P866	70:00:00	17.37	102.00	92.17	1.46	0.18	0.93	0.06
P87	70:00:00	80.03	203.00	76.40	3.79	0.12	0.27	0.08
P871	70:00:00	48.15	102.00	91.81	0.64	0.08	0.20	0.07
P880	70:00:00	112.84	76.00	86.03	0.44	0.10	0.47	0.08
P889	70:00:00	15.72	203.00	88.74	2.47	0.08	0.09	0.06
P89	70:00:00	104.30	152.00	78.43	2.05	0.11	0.34	0.08
P892	70:00:00	30.39	254.00	69.85	71.27	1.41	24.39	0.06
P9	70:00:00	49.95	254.00	66.75	44.23	0.87	10.97	0.07
P90	70:00:00	98.94	102.00	62.32	1.84	0.23	2.93	0.12
P91	70:00:00	572.34	102.00	94.34	0.44	0.05	0.10	0.07
P914	70:00:00	38.61	203.00	91.18	2.12e-06	6.54e-08	1.44e-11	0.00
P915	70:00:00	10.58	152.00	72.77	17.19	0.95	19.81	0.07
P92	70:00:00	63.12	203.00	83.11	1.33	0.04	0.03	0.08
P924	70:00:00	82.38	254.00	74.46	1.75	0.03	0.02	0.09
P927	70:00:00	348.88	406.00	84.53	0.08	5.81e-04	5.35e-06	0.13
P929	70:00:00	83.31	203.00	90.08	3.45e-06	1.07e-07	1.48e-11	0.00
P930	70:00:00	78.95	203.00	88.20	7.72e-08	2.39e-09	2.00e-11	0.00
P931	70:00:00	248.40	203.00	87.08	1.60e-07	4.94e-09	0.00	0.00
P932	70:00:00	381.56	203.00	84.96	5.51e-06	1.70e-07	5.45e-13	0.00
P933	70:00:00	130.54	305.00	87.95	50.41	0.69	3.44	0.04
P934	70:00:00	18.46	254.00	102.99	50.41	0.99	6.26	0.03
P935	70:00:00	152.13	305.00	100.05	33.56	0.46	1.27	0.04
P937	70:00:00	198.09	254.00	74.28	16.84	0.33	1.50	0.07
P938	70:00:00	168.95	254.00	74.48	14.16	0.28	1.08	0.07
P939	70:00:00	248.76	152.00	95.79	0.39	0.02	0.01	0.07
P94	70:00:00	51.35	305.00	139.08	0.07	1.02e-03	8.46e-06	0.05
P940	70:00:00	187.99	152.00	99.28	0.30	0.02	6.03e-03	0.07
P941	70:00:00	142.58	152.00	79.37	0.04	2.09e-03	2.03e-04	0.14
P942	70:00:00	85.08	152.00	83.59	0.73	0.04	0.04	0.08
P943	70:00:00	84.21	76.00	86.77	0.49	0.11	0.58	0.07
P944	70:00:00	59.58	254.00	82.35	2.19	0.04	0.03	0.08
P946	70:00:00	143.03	102.00	98.06	0.28	0.03	0.04	0.07
P947	70:00:00	122.43	152.00	76.80	0.96	0.05	0.08	0.09
P948	70:00:00	74.71	152.00	104.85	2.43	0.13	0.27	0.04
P949	70:00:00	24.39	254.00	92.69	2.93	0.06	0.04	0.06
P95	70:00:00	50.70	305.00	118.43	0.43	5.84e-03	2.87e-04	0.05
P951	70:00:00	338.80	254.00	94.71	13.86	0.27	0.67	0.04
P953	70:00:00	495.66	254.00	85.41	9.84	0.19	0.43	0.06
P954	70:00:00	294.07	203.00	78.67	2.05	0.06	0.08	0.08
P955	70:00:00	131.74	102.00	85.18	0.38	0.05	0.09	0.08
P956	70:00:00	115.17	152.00	68.25	0.94	0.05	0.10	0.11
P957	70:00:00	51.05	152.00	98.15	0.07	3.93e-03	4.42e-04	0.09
P958	70:00:00	122.41	102.00	105.31	0.37	0.04	0.06	0.06
P959	70:00:00	123.42	102.00	98.22	0.24	0.03	0.03	0.07
P96	70:00:00	53.72	254.00	87.90	70.49	1.39	15.61	0.04
P961	70:00:00	234.55	203.00	85.65	5.63	0.17	0.45	0.06
P962	70:00:00	49.83	152.00	90.75	0.77	0.04	0.04	0.07
P963	70:00:00	93.54	203.00	85.53	8.82	0.27	1.04	0.06
P964	70:00:00	129.91	152.00	96.26	2.53	0.14	0.34	0.05
P965	70:00:00	135.06	203.00	93.94	5.73	0.18	0.39	0.05
P966	70:00:00	31.32	203.00	82.51	2.56	0.08	0.11	0.07
P967	70:00:00	207.54	203.00	82.11	1.21	0.04	0.03	0.08
P968	70:00:00	68.17	102.00	78.40	0.02	2.57e-03	4.83e-04	0.15
P969	70:00:00	149.16	203.00	86.27	0.61	0.02	7.28e-03	0.08
P97	70:00:00	24.41	610.00	88.90	196.71	0.67	1.43	0.04
P970	70:00:00	165.04	203.00	87.80	1.33	0.04	0.03	0.07
P971	70:00:00	136.94	152.00	77.83	2.53	0.14	0.50	0.08
P972	70:00:00	219.42	152.00	82.67	2.43	0.13	0.42	0.07
P973	70:00:00	164.68	203.00	71.93	5.94	0.18	0.69	0.08
P974	70:00:00	186.40	203.00	72.72	4.99	0.15	0.49	0.08
P975	70:00:00	159.56	152.00	74.72	2.00	0.11	0.35	0.09
P976	70:00:00	83.33	76.00	83.20	1.51	0.33	4.98	0.07
P977	70:00:00	45.98	102.00	102.43	0.83	0.10	0.27	0.05
P978	70:00:00	178.97	76.00	78.86	2.67	0.59	15.85	0.07
P98	70:00:00	174.53	610.00	71.75	197.15	0.67	2.14	0.06
P981	70:00:00	36.19	76.00	80.22	3.87	0.85	30.58	0.06
P982	70:00:00	87.24	203.00	98.51	1.81	0.06	0.04	0.05
P983	70:00:00	180.20	101.60	91.90	3.90	0.48	5.88	0.05
P984	70:00:00	16.03	101.60	108.96	1.27	0.16	0.54	0.04
P986	70:00:00	229.54	101.60	87.08	0.60	0.07	0.20	0.07
P987	70:00:00	94.56	101.60	96.41	0.80	0.10	0.29	0.06
P988	70:00:00	9.74	101.60	102.52	2.81	0.35	2.61	0.04
P989	70:00:00	91.59	51.00	82.07	0.46	0.22	3.90	0.08
P99	70:00:00	452.37	508.00	96.64	168.76	0.83	2.26	0.03
P990	70:00:00	78.87	102.00	85.79	1.57	0.19	1.20	0.07
P991	70:00:00	20.25	203.00	74.31	23.12	0.71	8.06	0.06
P992	70:00:00	69.15	203.00	80.64	21.80	0.67	6.21	0.05
P993	70:00:00	63.52	203.00	80.23	19.60	0.61	5.15	0.06
P994	70:00:00	115.39	203.00	83.09	17.73	0.55	4.01	0.05
P995	70:00:00	228.99	152.00	82.50	24.58	1.35	30.43	0.05
P996	70:00:00	10.22	203.00	84.58	66.61	2.06	45.00	0.04
P997	70:00:00	154.87	203.00	96.62	42.40	1.31	15.24	0.04
P998	70:00:00	107.98	203.00	90.64	43.36	1.34	17.87	0.04
P999	70:00:00	81.67	254.00	68.70	42.14	0.83	9.50	0.07
PU1	70:00:00	0.00	0.00	1.00	98.68	0.00	-30.72	0.00
PU2	70:00:00	0.00	0.00	1.00	98.70	0.00	-30.71	0.00
PU3	70:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU4	70:00:00	0.00	0.00	1.00	36.86	0.00	-58.86	0.00
PU5	70:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU6	70:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU7	70:00:00	0.00	0.00	1.00	50.41	0.00	-81.59	0.00
PU8	70:00:00	0.00	0.00	1.00	35.50	0.00	-61.27	0.00
PU9	70:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU10	70:00:00	0.00	0.00	1.00	30.05	0.00	-49.83	0.00
PU11	70:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
v1	70:00:00	0.00	203.20	131.23	5.84	0.18	52.73	0.00
V45	70:00:00	0.00	152.40	131.23	3.32	0.18	37.31	0.00
V47	70:00:00	0.00	101.60	131.23	3.13	0.39	48.93	0.00
V2	70:00:00	0.00	254.00	-1.00e+10	68.62	1.35	7.39e-08	0.00
P1	71:00:00	52.90	203.00	72.45	1.40	0.04	0.05	0.10
P10	71:00:00	79.23	76.00	108.01	2.38	0.52	7.15	0.04
P100	71:00:00	107.88	406.00	76.51	196.73	1.52	13.76	0.05
P1000	71:00:00	109.27	203.00	76.95	41.57	1.28	22.39	0.05
P101	71:00:00	243.37	254.00	84.21	0.68	0.01	3.13e-03	0.09
P1016	71:00:00	164.77	305.00	85.24	34.05	0.47	1.76	0.05
P102	71:00:00	1.28e+03	508.00	92.95	169.20	0.83	2.44	0.03
P1022	71:00:00	200.76	102.00	99.58	0.21	0.03	0.02	0.07
P1023	71:00:00	136.34	102.00	95.69	1.49	0.18	0.90	0.05
P1024	71:00:00	375.62	102.00	89.62	3.96	0.49	6.21	0.05
P1025	71:00:00	39.18	76.00	97.78	4.20	0.93	24.66	0.04
P1026	71:00:00	45.61	76.00	88.45	2.81	0.62	14.10	0.05
P1027	71:00:00	82.32	51.00	92.01	0.82	0.40	9.31	0.06
P1028	71:00:00	9.57	51.00	86.99	5.76e-03	2.82e-03	5.07e-04	0.06
P1029	71:00:00	122.62	76.00	91.34	1.03	0.23	2.09	0.06
P103	71:00:00	35.98	254.00	79.37	6.62	0.13	0.24	0.07
P1030	71:00:00	95.25	76.00	104.61	2.16	0.48	6.32	0.04
P1031	71:00:00	188.28	152.00	84.37	14.65	0.81	11.20	0.05
P1032	71:00:00	143.29	152.00	98.43	13.49	0.74	7.22	0.04
P1033	71:00:00	128.79	152.00	84.69	13.32	0.73	9.33	0.05
P1034	71:00:00	52.87	203.00	97.42	0.67	0.02	6.99e-03	0.06
P1035	71:00:00	122.47	152.00	97.76	4.52	0.25	0.97	0.05
P1036	71:00:00	83.33	203.00	74.30	12.40	0.38	2.54	0.07
P1039	71:00:00	121.38	203.00	92.14	7.32	0.23	0.64	0.05
P104	71:00:00	33.11	203.00	99.89	0.47	0.01	3.38e-03	0.06
P1040	71:00:00	29.45	152.00	94.69	3.70	0.20	0.71	0.05
P1041	71:00:00	307.54	102.00	112.51	3.25	0.40	2.81	0.04
P1042	71:00:00	84.54	152.00	76.15	2.78	0.15	0.62	0.08
P1044	71:00:00	65.80	203.00	100.22	12.18	0.38	1.41	0.04
P1045	71:00:00	68.63	203.00	118.82	12.51	0.39	1.08	0.03
P106	71:00:00	270.38	102.00	63.55	1.97	0.24	3.22	0.11
P107	71:00:00	357.00	203.00	80.51	5.01	0.15	0.41	0.07
P108	71:00:00	183.53	203.00	78.72	1.36	0.04	0.04	0.09
P109	71:00:00	218.52	203.00	76.89	5.96	0.18	0.61	0.07
P11	71:00:00	83.45	101.60	96.83	1.08	0.13	0.49	0.06
P110	71:00:00	425.83	508.00	98.99	169.93	0.84	2.18	0.03
P111	71:00:00	126.36	152.00	72.41	0.57	0.03	0.04	0.11
P112	71:00:00	646.98	305.00	68.60	1.93	0.03	0.01	0.11
P113	71:00:00	310.73	152.00	85.35	6.33	0.35	2.32	0.06
P115	71:00:00	99.88	102.00	91.23	10.34	1.27	35.47	0.04
P116	71:00:00	204.54	152.00	93.47	3.01	0.17	0.50	0.05
P117	71:00:00	104.00	102.00	67.96	4.74	0.58	14.45	0.09
P118	71:00:00	115.91	102.00	84.67	1.97	0.24	1.89	0.07
P119	71:00:00	64.88	305.00	78.14	0.31	4.31e-03	3.53e-04	0.11
P12	71:00:00	85.24	406.00	89.66	18.44	0.14	0.13	0.05
P120	71:00:00	91.40	102.00	88.39	4.34	0.53	7.53	0.05
P121	71:00:00	42.23	152.00	100.37	0.56	0.03	0.02	0.06
P122	71:00:00	45.06	305.00	78.98	16.15	0.22	0.51	0.06
P123	71:00:00	51.21	152.00	61.06	2.87	0.16	1.00	0.12
P124	71:00:00	99.09	102.00	78.83	0.97	0.12	0.58	0.08
P125	71:00:00	193.35	508.00	84.74	6.00	0.03	5.96e-03	0.07
P126	71:00:00	109.60	76.00	89.74	1.04	0.23	2.17	0.06
P127	71:00:00	87.22	102.00	73.68	1.56	0.19	1.59	0.09
P128	71:00:00	165.63	102.00	90.95	1.02	0.12	0.49	0.06
P129	71:00:00	79.59	102.00	78.07	0.76	0.09	0.37	0.09
P13	71:00:00	62.56	406.00	83.04	24.10	0.19	0.24	0.06
P130	71:00:00	56.79	76.00	70.71	1.61	0.36	7.62	0.09
P131	71:00:00	86.50	76.00	74.73	0.39	0.09	0.50	0.10
P132	71:00:00	67.35	76.00	88.54	1.19	0.26	2.88	0.06
P134	71:00:00	68.79	76.00	78.57	1.77	0.39	7.45	0.07
P136	71:00:00	241.77	102.00	75.73	1.88	0.23	2.13	0.08
P138	71:00:00	19.28	254.00	72.49	43.07	0.85	8.96	0.06
P139	71:00:00	73.66	406.00	68.72	17.94	0.14	0.20	0.08
P14	71:00:00	151.39	406.00	72.01	25.23	0.19	0.34	0.07
P140	71:00:00	222.30	102.00	107.83	0.90	0.11	0.28	0.05
P141	71:00:00	169.94	102.00	103.79	1.52	0.19	0.80	0.05
P142	71:00:00	16.61	152.40	85.39	3.45	0.19	0.74	0.06
P144	71:00:00	130.79	76.00	99.92	0.00	0.00	0.00	0.00
P147	71:00:00	60.08	203.00	92.84	0.79	0.02	0.01	0.07
P148	71:00:00	561.69	305.00	96.44	34.05	0.47	1.40	0.04
P15	71:00:00	395.29	406.00	90.48	26.18	0.20	0.24	0.05
P150	71:00:00	93.19	152.00	103.15	0.80	0.04	0.04	0.05
P154	71:00:00	170.64	152.00	108.83	17.74	0.98	9.96	0.03
P155	71:00:00	59.38	101.60	105.71	6.48	0.80	11.60	0.04
P156	71:00:00	80.34	102.00	110.87	0.23	0.03	0.02	0.05
P157	71:00:00	232.93	102.00	102.90	1.97	0.24	1.32	0.05
P158	71:00:00	69.88	76.00	105.07	0.86	0.19	1.14	0.05
P159	71:00:00	118.78	203.00	80.15	2.35	0.07	0.10	0.08
P16	71:00:00	252.34	102.00	97.25	4.21	0.52	5.96	0.05
P160	71:00:00	68.68	76.00	104.63	1.71	0.38	4.10	0.04
P161	71:00:00	40.31	76.00	90.01	3.22	0.71	17.56	0.05
P162	71:00:00	190.67	152.00	98.76	24.60	1.36	21.84	0.04
P163	71:00:00	67.74	203.00	94.23	1.57	0.05	0.04	0.06
P165	71:00:00	143.81	305.00	92.93	34.02	0.47	1.50	0.04
P166	71:00:00	235.00	101.60	93.60	3.13	0.39	3.77	0.05
P17	71:00:00	32.42	508.00	77.28	158.11	0.78	3.02	0.05
P174	71:00:00	278.59	102.00	89.32	1.42	0.17	0.93	0.06
P177	71:00:00	56.80	102.00	100.61	1.02	0.13	0.41	0.05
P18	71:00:00	283.30	508.00	100.30	154.21	0.76	1.78	0.03
P184	71:00:00	59.38	101.60	95.91	7.19	0.89	16.80	0.04
P19	71:00:00	750.87	508.00	97.70	75.95	0.37	0.50	0.04
P195	71:00:00	144.33	76.00	80.63	1.51	0.33	5.28	0.07
P2	71:00:00	295.25	203.00	62.05	7.84	0.24	1.52	0.10
P20	71:00:00	579.67	508.00	89.67	60.06	0.30	0.38	0.04
P201	71:00:00	102.19	76.00	96.63	1.27	0.28	2.73	0.05
P21	71:00:00	176.48	406.00	86.69	35.84	0.28	0.47	0.05
P211	71:00:00	202.33	76.00	84.05	0.81	0.18	1.55	0.07
P215	71:00:00	140.76	254.00	81.42	18.00	0.36	1.44	0.06
P218	71:00:00	54.55	102.00	81.77	0.92	0.11	0.50	0.08
P219	71:00:00	67.98	102.00	86.84	0.47	0.06	0.13	0.08
P22	71:00:00	567.30	406.00	81.11	196.35	1.52	12.30	0.04
P220	71:00:00	68.33	76.00	93.74	1.11	0.25	2.28	0.06
P223	71:00:00	108.98	203.00	93.22	0.99	0.03	0.02	0.07
P225	71:00:00	120.77	102.00	92.69	0.12	0.01	9.07e-03	0.08
P228	71:00:00	42.72	76.00	99.29	1.74	0.38	4.68	0.05
P23	71:00:00	316.91	508.00	77.16	194.72	0.96	4.46	0.05
P230	71:00:00	114.61	76.00	77.40	1.72	0.38	7.28	0.08
P231	71:00:00	12.21	76.00	98.42	1.29	0.28	2.74	0.05
P233	71:00:00	58.66	76.00	97.30	0.88	0.19	1.39	0.05
P234	71:00:00	41.63	76.00	87.21	1.77	0.39	6.18	0.06
P235	71:00:00	92.74	76.00	84.32	4.87	1.07	42.60	0.06
P237	71:00:00	12.01	305.00	5.06	50.36	0.69	679.74	8.57
P238	71:00:00	12.59	304.80	104.74	50.36	0.69	2.49	0.03
P24	71:00:00	71.05	508.00	88.62	170.63	0.84	2.70	0.04
P241	71:00:00	49.46	102.00	114.84	0.64	0.08	0.13	0.04
P242	71:00:00	25.06	152.40	99.01	2.57	0.14	0.33	0.05
P243	71:00:00	57.08	203.20	82.80	5.65	0.17	0.48	0.06
P245	71:00:00	18.65	152.40	120.40	34.13	1.87	27.40	0.02
P246	71:00:00	56.94	152.40	121.60	21.57	1.18	11.50	0.02
P248	71:00:00	6.96	152.40	110.07	20.23	1.11	12.28	0.03
P249	71:00:00	28.43	51.00	85.38	0.76	0.37	9.43	0.07
P25	71:00:00	4.30	508.00	74.38	187.83	0.93	4.47	0.05
P251	71:00:00	11.49	152.00	103.73	17.99	0.99	11.17	0.03
P252	71:00:00	135.44	305.00	82.30	50.36	0.69	3.88	0.05
P255	71:00:00	76.14	51.00	71.47	0.19	0.09	1.01	0.12
P256	71:00:00	55.17	305.00	94.86	50.36	0.69	2.98	0.04
P258	71:00:00	79.53	102.00	75.51	0.04	4.98e-03	1.77e-03	0.14
P259	71:00:00	136.09	102.00	83.09	0.23	0.03	0.04	0.09
P26	71:00:00	22.94	508.00	88.01	5.71	0.03	5.07e-03	0.06
P264	71:00:00	11.73	101.60	112.51	0.57	0.07	0.11	0.05
P266	71:00:00	55.29	101.60	107.06	1.24	0.15	0.53	0.05
P267	71:00:00	344.62	152.40	95.59	0.38	0.02	0.01	0.07
P268	71:00:00	146.46	152.40	86.84	2.63	0.14	0.43	0.06
P27	71:00:00	163.63	254.00	69.11	2.52	0.05	0.05	0.10
P270	71:00:00	88.36	101.60	92.77	1.11	0.14	0.56	0.06
P272	71:00:00	143.88	102.00	73.95	2.03	0.25	2.56	0.08
P275	71:00:00	172.96	152.40	98.16	0.96	0.05	0.05	0.06
P28	71:00:00	117.42	152.00	88.27	1.22	0.07	0.10	0.07
P280	71:00:00	333.40	203.00	88.34	2.19e-05	6.76e-07	3.90e-11	0.00
P282	71:00:00	131.93	102.00	86.72	4.11	0.50	7.06	0.06
P284	71:00:00	198.97	76.20	89.13	1.12	0.25	2.51	0.06
P285	71:00:00	130.71	76.20	90.18	0.11	0.02	0.03	0.09
P286	71:00:00	155.58	101.60	90.01	0.46	0.06	0.12	0.07
P287	71:00:00	45.12	254.00	78.35	18.00	0.36	1.54	0.06
P288	71:00:00	226.74	76.20	85.05	2.00	0.44	7.97	0.06
P29	71:00:00	20.51	152.00	89.48	1.06	0.06	0.08	0.07
P290	71:00:00	46.28	76.20	89.44	0.43	0.09	0.42	0.07
P291	71:00:00	132.94	305.00	107.08	50.36	0.69	2.38	0.03
P292	71:00:00	13.54	305.00	97.27	50.36	0.69	2.85	0.04
P293	71:00:00	125.20	305.00	92.16	50.36	0.69	3.15	0.04
P294	71:00:00	101.20	102.00	79.97	2.09	0.26	2.34	0.07
P295	71:00:00	133.23	76.00	72.41	5.48	1.21	70.48	0.07
P296	71:00:00	231.87	76.00	82.96	2.66	0.59	14.32	0.06
P297	71:00:00	42.53	406.00	73.00	77.51	0.60	2.67	0.06
P298	71:00:00	40.11	305.00	84.55	56.12	0.77	4.51	0.05
P299	71:00:00	61.51	102.00	87.71	3.47	0.42	5.04	0.06
P3	71:00:00	136.52	300.00	73.65	15.13	0.21	0.56	0.07
P30	71:00:00	40.89	254.00	86.71	2.45	0.05	0.03	0.07
P301	71:00:00	45.31	305.00	85.19	55.30	0.76	4.33	0.05
P302	71:00:00	178.28	305.00	80.34	54.99	0.75	4.78	0.05
P303	71:00:00	131.94	76.00	88.33	1.11	0.24	2.52	0.06
P304	71:00:00	268.74	101.60	89.39	0.60	0.07	0.19	0.07
P305	71:00:00	43.41	203.00	90.80	2.23e-05	6.89e-07	3.87e-11	0.00
P307	71:00:00	47.30	305.00	60.51	52.07	0.71	7.30	0.09
P308	71:00:00	334.57	305.00	88.08	50.36	0.69	3.42	0.04
P309	71:00:00	128.80	101.60	94.96	0.91	0.11	0.37	0.06
P31	71:00:00	144.67	152.00	108.77	4.51	0.25	0.79	0.04
P310	71:00:00	9.00	610.00	87.27	198.05	0.68	1.50	0.04
P316	71:00:00	11.62	610.00	70.45	198.05	0.68	2.23	0.06
P319	71:00:00	10.54	610.00	76.59	2.24e-05	7.67e-08	1.64e-12	0.00
P32	71:00:00	84.44	152.00	103.56	7.11	0.39	2.01	0.04
P320	71:00:00	11.47	610.00	76.52	99.02	0.34	0.53	0.06
P322	71:00:00	11.50	610.00	89.43	99.02	0.34	0.40	0.04
P323	71:00:00	11.47	610.00	84.69	2.86e-05	9.79e-08	1.51e-12	1.89
P329	71:00:00	134.52	152.00	100.18	3.00	0.17	0.43	0.05
P33	71:00:00	22.81	254.00	73.04	4.20	0.08	0.12	0.09
P330	71:00:00	66.79	76.00	96.42	1.41	0.31	3.36	0.05
P331	71:00:00	93.46	51.00	93.19	0.58	0.28	4.79	0.06
P336	71:00:00	182.99	152.00	92.17	2.50	0.14	0.36	0.06
P337	71:00:00	20.49	305.00	5.62	6.48	0.09	12.53	9.54
P338	71:00:00	74.38	76.00	100.36	0.22	0.05	0.10	0.06
P339	71:00:00	307.49	102.00	88.65	1.31	0.16	0.81	0.06
P34	71:00:00	98.00	508.00	78.51	173.56	0.86	3.49	0.05
P340	71:00:00	96.21	305.00	101.08	21.39	0.29	0.54	0.04
P341	71:00:00	189.74	305.00	94.64	19.92	0.27	0.54	0.04
P343	71:00:00	111.65	152.00	100.29	3.43	0.19	0.55	0.05
P344	71:00:00	45.26	152.00	85.91	7.90	0.44	3.45	0.05
P346	71:00:00	54.91	51.00	93.91	0.08	0.04	0.13	0.08
P347	71:00:00	385.56	305.00	96.24	4.66	0.06	0.04	0.05
P348	71:00:00	42.47	305.00	88.73	3.33	0.05	0.02	0.06
P349	71:00:00	39.12	305.00	97.01	0.24	3.31e-03	5.18e-05	0.03
P35	71:00:00	64.56	152.00	84.38	0.37	0.02	0.01	0.09
P350	71:00:00	400.16	203.00	99.86	0.81	0.03	9.43e-03	0.06
P37	71:00:00	180.61	203.00	97.80	0.20	6.26e-03	7.51e-04	0.08
P372	71:00:00	6.42	101.60	113.11	8.05	0.99	15.27	0.03
P374	71:00:00	15.83	254.00	91.92	35.94	0.71	4.13	0.04
P375	71:00:00	7.79	254.00	75.49	35.94	0.71	5.95	0.06
P376	71:00:00	6.64	254.00	102.69	35.94	0.71	3.36	0.03
P378	71:00:00	6.47	254.00	112.45	35.94	0.71	2.84	0.03
P379	71:00:00	6.43	254.00	101.78	50.36	0.99	6.38	0.03
P38	71:00:00	169.49	76.00	106.47	1.03	0.23	1.57	0.05
P380	71:00:00	4.79	254.00	87.81	50.36	0.99	8.39	0.04
P381	71:00:00	5.53	304.80	119.21	50.36	0.69	1.96	0.02
P383	71:00:00	19.56	152.00	80.15	6.10	0.34	2.43	0.06
P384	71:00:00	26.14	76.00	101.91	4.40	0.97	24.94	0.04
P385	71:00:00	106.53	305.00	76.02	20.99	0.29	0.89	0.06
P386	71:00:00	8.12	152.00	79.90	11.99	0.66	8.55	0.06
P39	71:00:00	190.12	102.00	95.44	0.36	0.04	0.07	0.07
P397	71:00:00	13.16	203.20	87.43	64.73	2.00	39.94	0.04
P398	71:00:00	6.75	203.20	91.05	29.76	0.92	8.78	0.04
P399	71:00:00	9.71	203.20	81.41	29.76	0.92	10.80	0.05
P40	71:00:00	143.64	102.00	107.91	5.96	0.73	9.38	0.04
P402	71:00:00	6.12	203.20	89.15	4.67e-05	1.44e-06	1.63e-10	0.31
P403	71:00:00	6.86	152.40	111.47	34.98	1.92	33.07	0.03
P409	71:00:00	26.38	152.40	89.90	34.98	1.92	49.25	0.04
P410	71:00:00	7.70	203.20	85.67	4.71e-05	1.45e-06	1.78e-10	0.34
P42	71:00:00	32.93	152.00	114.92	5.11	0.28	0.90	0.03
P424	71:00:00	27.80	203.20	124.99	29.76	0.92	4.88	0.02
P43	71:00:00	36.18	203.00	88.54	0.27	8.48e-03	1.58e-03	0.09
P44	71:00:00	247.65	152.00	115.17	16.64	0.92	7.97	0.03
P443	71:00:00	67.31	305.00	85.58	51.54	0.71	3.77	0.05
P445	71:00:00	7.80	254.00	86.21	69.18	1.37	15.63	0.04
P446	71:00:00	31.15	254.00	102.20	0.00	0.00	0.00	0.00
P450	71:00:00	19.47	254.00	96.97	6.00e-07	1.19e-08	0.00	0.00
P46	71:00:00	70.86	102.00	112.66	0.12	0.01	6.12e-03	0.06
P465	71:00:00	18.20	254.00	86.57	68.30	1.35	15.15	0.04
P467	71:00:00	15.17	254.00	96.15	68.30	1.35	12.47	0.03
P468	71:00:00	31.29	254.00	105.27	86.30	1.70	16.26	0.03
P48	71:00:00	28.98	152.00	113.52	4.50	0.25	0.73	0.04
P482	71:00:00	321.89	152.00	78.90	2.73	0.15	0.56	0.07
P484	71:00:00	336.57	203.00	79.98	20.11	0.62	5.43	0.06
P49	71:00:00	134.92	152.00	121.71	0.74	0.04	0.02	0.04
P492	71:00:00	157.32	101.60	114.11	0.11	0.01	5.14e-03	0.06
P5	71:00:00	588.97	406.00	83.56	7.70	0.06	0.03	0.07
P500	71:00:00	24.23	203.00	112.62	0.55	0.02	3.67e-03	0.05
P501	71:00:00	11.32	152.40	111.45	1.65	0.09	0.12	0.04
P502	71:00:00	9.19	76.20	99.59	1.60	0.35	3.93	0.05
P51	71:00:00	57.47	102.00	92.24	2.69	0.33	2.87	0.05
P510	71:00:00	193.37	102.00	104.95	4.85e-07	5.93e-08	7.17e-13	0.00
P52	71:00:00	83.26	102.00	89.65	1.54	0.19	1.08	0.06
P524	71:00:00	170.54	305.00	96.23	0.72	9.91e-03	9.27e-04	0.06
P527	71:00:00	149.04	305.00	73.12	5.64	0.08	0.08	0.08
P529	71:00:00	212.31	102.00	103.92	1.30	0.16	0.60	0.05
P53	71:00:00	10.32	203.00	87.56	29.76	0.92	9.49	0.04
P54	71:00:00	111.67	51.00	92.40	1.20	0.59	18.77	0.05
P55	71:00:00	99.86	76.00	87.65	1.47	0.32	4.32	0.06
P57	71:00:00	288.77	152.00	99.60	25.10	1.38	22.32	0.03
P58	71:00:00	503.91	102.00	100.85	8.92	1.09	22.42	0.04
P596	71:00:00	76.39	76.00	112.81	1.77	0.39	3.80	0.04
P597	71:00:00	79.68	102.00	101.12	0.71	0.09	0.20	0.05
P6	71:00:00	199.39	152.00	94.65	0.67	0.04	0.03	0.07
P609	71:00:00	86.07	76.00	111.63	2.98	0.66	10.23	0.04
P610	71:00:00	206.58	76.00	95.80	7.11e-07	1.57e-07	7.21e-12	0.00
P63	71:00:00	165.95	254.00	88.73	4.77	0.09	0.10	0.06
P633	71:00:00	173.88	152.00	119.13	6.21	0.34	1.21	0.03
P64	71:00:00	126.63	203.00	80.25	3.88	0.12	0.26	0.07
P65	71:00:00	164.93	102.00	101.95	2.64	0.32	2.30	0.04
P67	71:00:00	330.24	203.00	74.11	3.30	0.10	0.22	0.08
